SEGMENTID,PROJID,SSSTAT,SSTYPE,Location
2515118,RR111,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.01306093838313 29.97707294565773)
2515598,RR111,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.01326832089467 29.973792082335883)
2515604,RR111,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.01360311034796 29.972765081113412)
2515334,,Complete,Sewer Line Repair (SSERP),POINT (-90.02901981423106 29.965716860714533)
2515287,PWF099,Complete,Sewer Line Repair (SSERP),POINT (-90.03339225494106 29.96573928435848)
2515332,DPW557,Complete,Sewer Line Repair (SSERP),POINT (-90.03046164705685 29.965086228109428)
2515198,,Complete,Sewer Line Repair (SSERP),POINT (-90.02931749811086 29.964824839690223)
2515293,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.03373794145953 29.96456827151341)
2515165,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.03275750018899 29.964345979311563)
2515028,RR166,Complete,Water Line Replacement (SWB),POINT (-90.03591643304698 29.963904979237295)
2515210,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.03406379510673 29.963486961661463)
2515015,RR020,Complete,Water Line Replacement (FEMA),POINT (-90.03805270315807 29.96335284587565)
2515177,DPW557,Complete,Sewer Line Repair (SSERP),POINT (-90.03114252705333 29.96282560891745)
2515167,,Complete,Sewer Line Repair (SSERP),POINT (-90.0333697004034 29.96229268816874)
2515021,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.03775668223895 29.96121920635482)
2515179,,Complete,Sewer Line Repair (SSERP),POINT (-90.03395504549185 29.960359161457284)
2514735,RR112,Complete,Water Line Replacement (SWB),POINT (-90.0255633405504 29.964376186184023)
2515345,PWF129,Complete,Sewer Line Repair (ESSA),POINT (-90.0265585188246 29.96127094096294)
2515328,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.0297716389225 29.96533226614138)
2515185,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.03020164408694 29.963128873207644)
2525028,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.03074392781089 29.96555298501715)
2524947,RR020,Complete,Sewer Line Repair (SSERP),POINT (-90.03167539828156 29.96242846296092)
2515164,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.032444839105 29.963634708352835)
2515166,RR020,Complete,Water Line Replacement (FEMA)/Sewer Line Repair (SSERP),POINT (-90.03302290821104 29.961694375836338)
2515289,,Complete,Sewer Line Repair (SSERP),POINT (-90.03306933600248 29.965054336803664)
2515163,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.0337200210041 29.962891725607687)
2515030,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.0361621771851 29.961368780476647)
2514754,RR166,Complete,Sewer Line Repair (SSERP),POINT (-90.03625714982671 29.964500358293378)
2514887,,Complete,Sewer Line Repair (SSERP),POINT (-90.03645156187125 29.960409773187344)
2515026,,Complete,Sewer Line Repair (SSERP),POINT (-90.03683916967454 29.962562015388023)
2515019,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.03712609892561 29.96158950190994)
2515011,DPW773,Complete,Sewer Line Repair (SSERP),POINT (-90.03804573541395 29.96179649820235)
2515008,,Complete,Sewer Line Repair (SSERP),POINT (-90.03860271843116 29.96295905552081)
2514792,,Complete,Sewer Line Repair (SSERP),POINT (-90.01984583135305 29.979191349430394)
2514795,PWF080,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.01879044179496 29.97894759151713)
2515083,,Complete,Sewer Line Repair (SSERP),POINT (-90.01602168524856 29.97830889949636)
2514796,,Complete,Sewer Line Repair (SSERP),POINT (-90.02020651518777 29.978111420461477)
2515110,PWF156,Complete,Water Line Replacement (FEMA),POINT (-90.01515040628001 29.978111645480205)
2514799,PWF080,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.01914850725854 29.977872539682892)
2515085,RR109,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.01727341720107 29.977475947636524)
2515433,PWF080,Complete,"Drainage Line, Sewer Line, and Water Line Replacement (FEMA)",POINT (-90.01949533451588 29.976833095757367)
2515588,RR111,Complete,"Drainage Line, Sewer Line, and Water Line Replacement",POINT (-90.01358522613363 29.976637369306133)
